True_Label,MC_Dropout_Probability,MC_Dropout_Platt_Scaling,MC_Dropout_Isotonic_Regression
0.0,0.09505476802587509,0.06738479440167386,0.08130080997943878
0.0,0.01683187671005726,0.03902297774741049,0.007610349915921688
0.0,0.3806123435497284,0.3719122170609847,0.353658527135849
1.0,0.39770981669425964,0.40177515289484517,0.5062500238418579
0.0,0.03837518393993378,0.045429417311492006,0.04516129195690155
1.0,0.1531897485256195,0.09981123485620731,0.12678936123847961
0.0,0.01880580000579357,0.0395719321296444,0.007610349915921688
0.0,0.10014521330595016,0.06977993466882088,0.08130080997943878
0.0,0.014394424855709076,0.03835519159018367,0.007610349915921688
0.0,0.006401555147022009,0.0362415479761745,0.005093378480523825
0.0,0.02029045671224594,0.03998969095569318,0.007610349915921688
0.0,0.014603945426642895,0.03841216003783292,0.007610349915921688
0.0,0.01899111084640026,0.03962384622751261,0.007610349915921688
0.0,0.007360877934843302,0.036489189199136275,0.005093378480523825
0.0,0.10486537218093872,0.07207097967112147,0.12678936123847961
1.0,0.41998782753944397,0.4417744140505955,0.5062500238418579
0.0,0.03293574973940849,0.043723091131569886,0.02500000037252903
0.0,0.01731232926249504,0.03915591662188255,0.007610349915921688
0.0,0.00898127630352974,0.03691118325666606,0.006849315017461777
1.0,0.816485583782196,0.9362447207680988,0.9428571462631226
0.0,0.05713494122028351,0.05181310344177814,0.05116279050707817
0.0,0.013002277351915836,0.03797872321275706,0.007610349915921688
0.0,0.00938660278916359,0.03701747249292513,0.006849315017461777
0.0,0.013956147246062756,0.038236286527092544,0.007610349915921688
1.0,0.12444861233234406,0.08233437082394134,0.12678936123847961
0.0,0.0061055258847773075,0.036165457583146744,0.005093378480523825
0.0,0.021881986409425735,0.04044221498251721,0.018691588193178177
0.0,0.05931198596954346,0.052606670737109174,0.05116279050707817
0.0,0.030402114614844322,0.04294933742954386,0.024449877440929413
0.0,0.3017522096633911,0.24881489558436384,0.3535911738872528
0.0,0.011528042145073414,0.03758392666651635,0.006849315017461777
1.0,0.8415957689285278,0.9464345891640396,0.9428571462631226
0.0,0.023178867995738983,0.04081458386570604,0.018691588193178177
1.0,0.2966441810131073,0.24184863363984718,0.3535911738872528
0.0,0.043113503605127335,0.04696732483068828,0.05116279050707817
0.0,0.05714620277285576,0.05181717919025208,0.05116279050707817
1.0,0.36048710346221924,0.33798782837535163,0.353658527135849
0.0,0.03433983027935028,0.04415759784317703,0.02500000037252903
0.0,0.036824196577072144,0.044936517719810415,0.029702970758080482
0.0,0.0656033381819725,0.0549649471380398,0.05116279050707817
0.0,0.03408510610461235,0.044078466259609206,0.02500000037252903
0.0,0.09429777413606644,0.06703519666373813,0.08130080997943878
0.0,0.037163108587265015,0.04504378603900857,0.04516129195690155
0.0,0.008951028808951378,0.03690326319967678,0.006849315017461777
0.0,0.018749495968222618,0.039556171698023106,0.007610349915921688
